codigo,nombre,marca,confidence,final_score,imagen_url,candidate_url,reused_from,error
00004117,FOG FLEECE HOODIE LIGHT HEATHER GRAY - Talla L - Color Plomo Melange,ESSENTIALS,HIGH,0,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00004116.jpg,,ESSENTIALS|FOG FLEECE HOODIE LIGHT HEATHER GRAY,
00004120,FOG HOODIE LIGHT OATMEAL - Talla XS - Color Plomo Claro,ESSENTIALS,MEDIUM,58,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00004120.jpg,https://img.shoplineapp.com/media/image_clips/65c23ee3e21e8f000e08735d/original.jpeg?1707228899,,
16000044,JAM - FOG HOODIE LIGHT OATMEAL - Size S,ESSENTIALS,MEDIUM,58,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/16000044.jpg,https://stepcorrectshop.ca/cdn/shop/files/Essentials-Light-Oatmeal-Velvet-Hoodie-back-view.webp?v=1727890729&width=1946,,
00004122,JAM - FOG HOODIE LIGHT OATMEAL - Talla M - Color Plomo Claro,ESSENTIALS,MEDIUM,58,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00004122.jpg,https://images.offerup.com/0a9rQT5Kgz95leH7NDrIlJ1C2W4=/1862x1920/6642/6642744bded14fcbbd52468fc16c1e9f.jpg,,
00004123,FOG HOODIE LIGHT OATMEAL - Talla L - Color Plomo Claro,ESSENTIALS,HIGH,0,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00004120.jpg,,ESSENTIALS|FOG HOODIE LIGHT OATMEAL,
00004124,FOG HOODIE LIGHT OATMEAL - Talla XL - Color Plomo Claro,ESSENTIALS,HIGH,0,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00004120.jpg,,ESSENTIALS|FOG HOODIE LIGHT OATMEAL,
00004125,FOG HOODIE DESERT TAUPE - Talla S - Color Beige Claro,ESSENTIALS,HIGH,93,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00004125.jpg,https://image.goat.com/transform/v1/attachments/product_template_additional_pictures/images/076/945/615/original/935999_01.jpg.jpeg?action=crop&width=1000,,
00004130,FOG HOODIE WOOD - Talla XS - Color Verde,ESSENTIALS,MEDIUM,52,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00004130.jpg,https://www.oakshop.ca/cdn/shop/products/20230815T132250998_1400x.jpg?v=1692105773,,
00004132,FOG HOODIE WOOD - Talla M - Color Verde,ESSENTIALS,HIGH,0,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00004130.jpg,,ESSENTIALS|FOG HOODIE WOOD,
00004135,FOG HOODIE ESSENTIALS EGGSHELL - Talla S - Color Crema Claro,ESSENTIALS,MEDIUM,58,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00004135.jpg,https://www.ass-inc.com/upfile/1696615017618182.jpg,,
00004137,FOG HOODIE ESSENTIALS EGGSHELL - Talla L - Color Crema Claro,ESSENTIALS,HIGH,0,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00004135.jpg,,ESSENTIALS|FOG HOODIE ESSENTIALS EGGSHELL,
00004142,FOG HOODIE 1977 GREY - Talla L - Color Plomo Melange,ESSENTIALS,HIGH,77,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00004142.webp,https://essentialsfearof-god.com/wp-content/uploads/2024/06/Essentials-1977-Hoodie-Gray-1.webp,,
00004145,FOG HOODIE 1977 WHEAT - Talla S - Color crema,ESSENTIALS,MEDIUM,58,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00004145.jpg,https://www.oakshop.ca/cdn/shop/products/Fear-of-God-Essentials-1977-Hoodie-Wheat.jpg_s7gvyj_1400x.webp?v=1662504646,,
00004146,FOG HOODIE 1977 WHEAT - Talla M - Color crema,ESSENTIALS,HIGH,0,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00004145.jpg,,ESSENTIALS|FOG HOODIE 1977 WHEAT,
00004147,FOG HOODIE 1977 WHEAT - Talla L - Color crema,ESSENTIALS,HIGH,0,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00004145.jpg,,ESSENTIALS|FOG HOODIE 1977 WHEAT,
00004151,FOG HOODIE OFF BLACK - Talla M - Color Negro Verdoso,ESSENTIALS,MEDIUM,52,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00004151.jpg,http://www.oakshop.ca/cdn/shop/products/Fear-of-God-Essentials-Hoodie-Off-Black_jpg.webp?v=1665422884,,
00004156,FOG HOODIE SHRUNKEN HAETHER GRAY - Talla M - Color Plomo,ESSENTIALS,MEDIUM,63,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00004156.jpg,https://images.stockx.com/images/Fear-of-God-Essentials-Heavy-Fleece-Vintage-Shrunken-Hoodie-Heather-Gray.jpg?fit=fill&bg=FFFFFF&w=576&h=384&q=41&dpr=3&trim=color&updated_at=1731585673,,
00004157,FOG HOODIE SHRUNKEN HAETHER GRAY - Talla L - Color Plomo Marron,ESSENTIALS,HIGH,0,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00004156.jpg,,ESSENTIALS|FOG HOODIE SHRUNKEN HAETHER GRAY,
00004160,FOG HOODIE HEATHER GRAY - Talla XS - Color Plomo Marron,ESSENTIALS,MEDIUM,63,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00004160.jpg,https://images.stockx.com/images/Fear-of-God-Essentials-Fleece-Hoodie-Light-Heather-Gray.jpg?fit=fill&bg=FFFFFF&w=576&h=384&q=41&dpr=3&trim=color&updated_at=1731586642,,
00004161,FOG HOODIE HEATHER GRAY - Talla S - Color Plomo,ESSENTIALS,HIGH,0,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00004160.jpg,,ESSENTIALS|FOG HOODIE HEATHER GRAY,
00004163,FOG HOODIE HEATHER GRAY - Talla L - Color Plomo Marron,ESSENTIALS,HIGH,0,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00004160.jpg,,ESSENTIALS|FOG HOODIE HEATHER GRAY,
00004167,FOG HOODIE SMOKE - Talla L - Color Plomo Humo,ESSENTIALS,MEDIUM,52,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00004167.jpg,https://hypepieces.com/cdn/shop/files/essentialssmokehoodie1.webp?v=1716522179,,
00004168,FOG HOODIE SMOKE - Talla XL - Color Plomo Humo,ESSENTIALS,HIGH,0,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00004167.jpg,,ESSENTIALS|FOG HOODIE SMOKE,
00004173,DENIM TEARS THE COTTON WREATH SWEATSHIRT PINK - Talla XL - Color Rosado,DENIM TEARS,HIGH,111,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00004173.jpg,https://images.stockx.com/images/vertical/Denim-Tears-The-Cotton-Wreath-Sweatshirt-Pink_1.jpg?fit=fill&bg=FFFFFF&w=396&h=504&q=41&dpr=3,,
00004177,HOODIE JORDAN X NINA CHANEL ORANGE - Talla L - Color Naranja,JORDAN X NINA CHANELL,HIGH,95,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00004177.webp,https://images.stockx.com/images/Jordan-x-Nina-Chanel-Fleece-Hoodie-Asia-Sizing-Alpha-Orange.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1719445084,,
00004180,Palm Angels Palms Pencil Crew Sudadera Negro Hombre Black - Size S,PALM ANGELS,HIGH,101,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00004180.webp,https://images.stockx.com/images/Palm-Angels-Palms-Pencil-Crew-Sweatshirt-Black.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1726042203,,
00004187,LOGO FLAMES VINT CREW BLACK RED - Talla L - Color Negro Acid Wash,PALM ANGELS,HIGH,95,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00004187.jpg,https://image.goat.com/transform/v1/attachments/product_template_additional_pictures/images/086/285/739/original/1168367_01.jpg.jpeg?width=750,,
00004191,HERON LAW FLAMES CREWNECK GREY WHITE - Talla M - Color Gris,HERON PRESTON,HIGH,83,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00004191.jpg,https://image.goat.com/transform/v1/attachments/product_template_additional_pictures/images/086/402/878/original/1167347_01.jpg.jpeg?action=crop&width=750,,
00004197,AMIRI MUSIC RECORD CREW - Talla L - Color Negro,AMIRI,HIGH,99,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00004197.jpg,https://image.goat.com/transform/v1/attachments/product_template_additional_pictures/images/107/807/892/original/1568546_01.jpg.jpeg?width=750,,
00004201,OVER DYET DENIM SKATE JACKET BROWN - Talla M - Color Marron,OFF WHITE,MEDIUM,60,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00004201.webp,https://cdn-images.farfetch-contents.com/29/88/98/78/29889878_59270238_1000.jpg,,
00004206,WINDBREAK PALM ANGELS - Talla M - Color Azul Verde Tornasolado,PALM ANGELS,LOW,18,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00004206.jpg,https://product-images.therealreal.com/PALMA30585_1_enlarged.jpg,,
00004211,MILITARY BUFFALO FIELD JACKET MILITARY BLACK - Talla M - Color Verde Militar,PALM ANGELS,HIGH,72,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00004211.webp,https://cdn-images.farfetch-contents.com/19/34/24/70/19342470_44942691_1000.jpg,,
00004216,SLIM TRACKTOP BLACK WHITE - Talla M - Color Negro,OFF WHITE,HIGH,89,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00004216.jpg,https://image.goat.com/transform/v1/attachments/product_template_additional_pictures/images/079/663/558/original/1062543_01.jpg.jpeg?action=crop&width=750,,
00005000,FOG SWEATSHORT LIGHT OEATMEAL - Talla XS - Color Plomo Claro,ESSENTIALS,MEDIUM,57,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00005000.jpg,https://image.goat.com/transform/v1/attachments/product_template_additional_pictures/images/066/246/796/original/884362_01.jpg.jpeg?action=crop&width=750,,
00005002,FOG SWEATSHORT LIGHT OEATMEAL - Talla M - Color Plomo Claro,ESSENTIALS,HIGH,0,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00005000.jpg,,ESSENTIALS|FOG SWEATSHORT LIGHT OEATMEAL,
00005003,FOG SWEATSHORT LIGHT OEATMEAL - Talla L - Color Plomo Claro,ESSENTIALS,HIGH,0,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00005000.jpg,,ESSENTIALS|FOG SWEATSHORT LIGHT OEATMEAL,
00005004,FOG SWEATSHORT LIGHT OEATMEAL - Talla XL - Color Plomo Claro,ESSENTIALS,HIGH,0,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00005000.jpg,,ESSENTIALS|FOG SWEATSHORT LIGHT OEATMEAL,
00005006,FEAR OF GOD SWEATSHORT ESSENTIALS JET BLACK - Talla M - Color Negro Cordon Marron,ESSENTIALS,HIGH,99,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00005006.jpg,https://image.goat.com/transform/v1/attachments/product_template_additional_pictures/images/108/216/451/original/1579514_01.jpg.jpeg?action=crop&width=750,,
00005010,FEAR OF GOD SWEATSHORT ESSENTIALS IRON - Talla XS - Color Plomo Hierro,ESSENTIALS,HIGH,93,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00005010.png,https://image.goat.com/750/attachments/product_template_pictures/images/089/616/538/original/1224573_00.png.png,,
00005011,FEAR OF GOD SWEATSHORT ESSENTIALS IRON - Talla S - Color Plomo Hierro,ESSENTIALS,HIGH,0,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00005010.png,,ESSENTIALS|FEAR OF GOD SWEATSHORT ESSENTIALS IRON,
00005012,FEAR OF GOD SWEATSHORT ESSENTIALS IRON - Talla M - Color Plomo Hierro,ESSENTIALS,HIGH,0,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00005010.png,,ESSENTIALS|FEAR OF GOD SWEATSHORT ESSENTIALS IRON,
00005013,FEAR OF GOD SWEATSHORT ESSENTIALS IRON - Talla L - Color Plomo Hierro,ESSENTIALS,HIGH,0,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00005010.png,,ESSENTIALS|FEAR OF GOD SWEATSHORT ESSENTIALS IRON,
00005014,FEAR OF GOD SWEATSHORT ESSENTIALS IRON - Talla XL - Color Plomo Hierro,ESSENTIALS,HIGH,0,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00005010.png,,ESSENTIALS|FEAR OF GOD SWEATSHORT ESSENTIALS IRON,
00005017,FEAR OF GOD ESSENTIALS CLASSIC SWEATSHORT JET BLACK - Talla L - Negro Verdoso Logo Blanco,ESSENTIALS,HIGH,75,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00005017.jpg,https://image.goat.com/transform/v1/attachments/product_template_additional_pictures/images/108/216/451/original/1579514_01.jpg.jpeg?action=crop&width=750,,
00005018,FEAR OF GOD ESSENTIALS CLASSIC SWEATSHORT JET BLACK - Talla XL - Negro Verdoso Logo Blanco,ESSENTIALS,HIGH,0,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00005017.jpg,,ESSENTIALS|FEAR OF GOD ESSENTIALS CLASSIC SWEATSHORT JET BLACK - Negro Verdoso Logo Blanco,
00005020,FOG SWEATSHORT STRECH LIMO S22 - Talla XS - Color Negro Verdoso Logo Negro,ESSENTIALS,MEDIUM,52,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00005020.jpg,https://ciconceptstore.com/cdn/shop/files/plantilla-web-_18.webp?v=1731673617&width=1080,,
00005021,FOG SWEATSHORT STRECH LIMO S22 - Talla S - Color Negro Verdoso Logo Negro,ESSENTIALS,HIGH,0,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00005020.jpg,,ESSENTIALS|FOG SWEATSHORT STRECH LIMO S22,
00005022,FOG SWEATSHORT STRECH LIMO S22 - Talla M - Color Negro Verdoso Logo Negro,ESSENTIALS,HIGH,0,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00005020.jpg,,ESSENTIALS|FOG SWEATSHORT STRECH LIMO S22,
00005026,FEAR OF GOD ESSENTIALS SHORT (SS21) TAUPE - Talla M - Color Kaki,ESSENTIALS,MEDIUM,64,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00005026.jpg,https://storage.googleapis.com/hypeclothinga-media/__sized__/products/FEAR_OF_GOD_ESSENTIALS_Shorts_SS21_Taupe_.001-thumbnail-1200x630-70.jpeg,,
00005030,FOG SWEATSHORT DARK OARTMEAL - Talla XS - Color Plomo Melange,ESSENTIALS,HIGH,87,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00005030.jpg,https://image.goat.com/transform/v1/attachments/product_template_additional_pictures/images/076/945/722/original/986339_01.jpg.jpeg?action=crop&width=3200,,
00005033,FOG SWEATSHORT DARK OARTMEAL - Talla L - Color Plomo Melange,ESSENTIALS,HIGH,0,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00005030.jpg,,ESSENTIALS|FOG SWEATSHORT DARK OARTMEAL,
00005034,FOG SWEATSHORT DARK OARTMEAL - Talla XL - Color Plomo Melange,ESSENTIALS,HIGH,0,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00005030.jpg,,ESSENTIALS|FOG SWEATSHORT DARK OARTMEAL,
00005036,FOG SWEATSHORT ESSENTIALS TAN  - Talla M - Color Beige,ESSENTIALS,MEDIUM,22,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00005036.jpg,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/main-square_818e93de-d9f6-47b2-8531-0a83cd52643e.jpg?v=1707799346,,
00005047,DENIM TEARS SHORTS BLACK -Talla L - Color Negro,DENIM TEARS,HIGH,89,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00005047.webp,https://images.stockx.com/images/Denim-Tears-Denim-University-Shorts-Black.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1706032253,,
00005052,ERIC EMANUEL X NEW ERA EE BASIC SHORT CHICAGO BULLS - Talla L - Color Negro,ERIC EMANUEL X NEW ERA,HIGH,101,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00005052.webp,https://images.stockx.com/images/Eric-Emanuel-EE-Basic-Short-Chicago-Bulls.jpg?fit=fill&bg=FFFFFF&w=480&h=320&fm=webp&auto=compress&dpr=2&trim=color&updated_at=1669396607&q=60,,
00006002,Palm Angels PATCHWORK MILITARY CARGO PANT - Talla L - Color Verde Militar,PALM ANGELS,HIGH,71,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00006002.jpg,"https://media.endclothing.com/media/f_auto,q_auto:eco,w_1600/prodmedia/media/catalog/product/1/1/11-12-2020_AJ_PMCA051R21FAB0015656_4_1.jpg",,
00006009,CURVED LOGO BACK 5 POCKETS BLACK WHITE - Talla 36 - Color Negro Gris,PALM ANGELS,HIGH,70,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00006009.jpg,https://www.palmangels.com/dw/image/v2/BGDG_PRD/on/demandware.static/-/Sites-53/default/dw7c5e919e/images/zoom/PMBA080S25FLE001_0310_4.jpg?strip=false,,
00006012,Off White OVER DYET STRAIGHT JEANS BROWN - Talla 32 - Color Marron,OFF WHITE,MEDIUM,60,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00006012.jpg,https://www.off---white.com/dw/image/v2/BGDG_PRD/on/demandware.static/-/Sites-51/default/dwdd7e1d88/images/zoom/OMYA18BS25DEN001_6060_5.jpg?strip=false,,
00006022,MA QUAD STRAIGHT - LEG DISTRESSED JEANS AMIRI - Talla 32 - Color Azul,AMIRI,HIGH,100,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00006022.jpg,https://www.mrporter.com/variants/images/1647597353360883/ou/w2000_q60.jpg,,
00006023,MA QUAD STRAIGHT - LEG DISTRESSED JEANS AMIRI - Talla 34 - Color Azul,AMIRI,HIGH,0,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00006022.jpg,,AMIRI|MA QUAD STRAIGHT - LEG DISTRESSED JEANS AMIRI,
00006027,IMPACT PINSTRIPE DENIM PLEASURE - Talla 32 - Color azul,PLEASURE,MEDIUM,52,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00006027.jpg,https://media-photos.depop.com/b1/16805624/1738567956_984100ffec734d0b88fe5d6fdd6b0685/P0.jpg,,
00006032,VALLEY COCOA PAINTERS PANT - Talla 32 - Color Marron,VALLEY FOREVER,MEDIUM,48,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00006032.jpg,https://www.valeforever.com/cdn/shop/files/2507_VALLEY-SPORTS-DIV_JEWELED-PATCH-VALLEY-DENIM-CARPENTER-PANT_BLK_001.jpg?v=1752675250,,
00006033,VALLEY COCOA PAINTERS PANT - Talla 34 - Color Marron,VALLEY FOREVER,HIGH,0,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00006032.jpg,,VALLEY FOREVER|VALLEY COCOA PAINTERS PANT,
00006037,VALLEY 1980 PAINTERS CREAM - Talla 32 - Color Crema,VALLEY FOREVER,HIGH,83,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00006037.jpg,https://image.goat.com/transform/v1/attachments/product_template_additional_pictures/images/111/468/583/original/1644482_01.jpg.jpeg?action=crop&width=750,,
00006038,VALLEY 1980 PAINTERS CREAM - Talla 34 - Color Crema,VALLEY FOREVER,HIGH,0,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00006037.jpg,,VALLEY FOREVER|VALLEY 1980 PAINTERS CREAM,
00006042,VALLEY FOREVER PANTS GREEN - Talla 32 - Color Verde,VALLEY FOREVER,MEDIUM,48,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00006042.jpg,http://restockar.com/cdn/shop/files/Vale-Forever-Inferno-Green-Sweatpants-front.jpg?v=1763184939,,
00006043,VALLEY FOREVER PANTS GREEN - Talla 34 - Color Verde,VALLEY FOREVER,HIGH,0,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00006042.jpg,,VALLEY FOREVER|VALLEY FOREVER PANTS GREEN,
00006044,VALLEY FOREVER PANTS GREEN - Talla 36 - Color Verde,VALLEY FOREVER,HIGH,0,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00006042.jpg,,VALLEY FOREVER|VALLEY FOREVER PANTS GREEN,
00006048,VALLEY 1980 PAINTERS BLACK - Talla 34 - Color Negro,VALLEY FOREVER,MEDIUM,54,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00006048.jpg,https://www.valeforever.com/cdn/shop/files/2507_VALLEY-SPORTS-DIV_JEWELED-PATCH-VALLEY-DENIM-CARPENTER-PANT_BLK_001.jpg?v=1752675250,,
00007000,CTNMB NYLON TRACKPANTS BLACK WHITE - Talla S - Color Negro,HERON PRESTON,MEDIUM,54,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00007000.webp,https://editorialist.com/thumbnail/600/2021/1/013/574/148/13574148~black_0.webp?width=454&quality=60,,
00007008,NIKE AIR JORDAN X OFF WHITE WOVEN BLACK - Talla XL - Color Negro,OFF WHITE,HIGH,89,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00007008.jpg,https://image.goat.com/transform/v1/attachments/product_template_additional_pictures/images/065/577/798/original/880960_02.jpg.jpeg?action=crop&width=3000,,
00007011,FOG RELAXED SWEATPANTS (SS22) LIGHT OATMEAL - Talla M -  Color Plomo Claro,ESSENTIALS,MEDIUM,69,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00007011.png,"https://images.mrshopplus.com/469800128058134/DTB_proProduct/2024-07-05/1AB5E55B26C1D.jpg?x-oss-process=image/auto-orient,1/resize,m_pad,w_800,h_800,color_ffffff",,
00007012,FOG RELAXED SWEATPANTS (SS22) LIGHT OATMEAL - Talla L -  Color Plomo Claro,ESSENTIALS,HIGH,0,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00007011.png,,ESSENTIALS|FOG RELAXED SWEATPANTS (SS22) LIGHT OATMEAL,
00007013,FOG RELAXED SWEATPANTS (SS22) LIGHT OATMEAL - Talla XL - Color Plomo Claro,ESSENTIALS,HIGH,0,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00007011.png,,ESSENTIALS|FOG RELAXED SWEATPANTS (SS22) LIGHT OATMEAL,
00007015,FOG RELAXED SWEATPANTS (SS22) STRECH LIMO - Talla XS - Color Negro Verdoso,ESSENTIALS,MEDIUM,58,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00007015.jpg,https://media-assets.grailed.com/prd/listing/temp/eb5b808a440e40118d9ab1d2b9c2570c?auto=format,,
00007016,FOG RELAXED SWEATPANTS (SS22) STRECH LIMO - Talla S - Color Negro Verdoso,ESSENTIALS,HIGH,0,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00007015.jpg,,ESSENTIALS|FOG RELAXED SWEATPANTS (SS22) STRECH LIMO,
00007017,FOG RELAXED SWEATPANTS (SS22) STRECH LIMO - Talla M - Color Negro Verdoso,ESSENTIALS,HIGH,0,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00007015.jpg,,ESSENTIALS|FOG RELAXED SWEATPANTS (SS22) STRECH LIMO,
00007020,FOG RELAXED SWEATPANTS (SS22) DARK OATMEAL - Size S - Color Plomo Melange,ESSENTIALS,HIGH,93,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00007020.jpg,https://images.mrshopplus.com/469800128058134/DTB_proProduct/2025-03-07/fear_of_god_essentials_sweatpants__ss22__dark_oatmeal_1BF14AD2EAD15.jpg,,
00007021,FOG RELAXED SWEATPANTS (SS22) DARK OATMEAL - Talla M - Color Plomo Melange,ESSENTIALS,MEDIUM,64,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00007021.jpg,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/main-square_01ee1a84-ebd1-4a88-ac86-64e510ad43d0_3840x.jpg?=75&v=1707798283,,
00007022,FOG RELAXED SWEATPANTS (SS22) DARK OATMEAL - Talla L - Color Plomo Melange,ESSENTIALS,HIGH,0,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00007021.jpg,,ESSENTIALS|FOG RELAXED SWEATPANTS (SS22) DARK OATMEAL,
00007023,FOG RELAXED SWEATPANTS (SS22) DARK OATMEAL - Talla XL - Color Plomo Melange,ESSENTIALS,HIGH,0,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00007021.jpg,,ESSENTIALS|FOG RELAXED SWEATPANTS (SS22) DARK OATMEAL,
00007025,FOG RELAXED SWEATPANTS (SS22) IRON - Talla S - Color Plomo Hierro,ESSENTIALS,MEDIUM,52,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00007025.jpg,https://cdn.shopify.com/s/files/1/0603/3031/1875/files/main-square_4a3c738d-a441-49f8-9481-ce262522e618_3840x.jpg?=75&v=1707798213,,
00007027,FOG RELAXED SWEATPANTS (SS22) IRON - Talla L - Color Plomo Hierro,ESSENTIALS,HIGH,0,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00007025.jpg,,ESSENTIALS|FOG RELAXED SWEATPANTS (SS22) IRON,
00007030,FOG FLEECE ESSENTIALS SWEATPANTS BLACK - Talla XS - Color Negro,ESSENTIALS,MEDIUM,63,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00007030.jpg,https://images.stockx.com/images/Fear-of-God-Essentials-Fleece-Essential-Sweatpant-FW24-Black.jpg?fit=fill&bg=FFFFFF&w=1200&h=857&q=60&dpr=1&trim=color&updated_at=1731586572,,
00007037,DENIM TEARS THE COTTON WREATH SWEATPANTS BLACK - Talla L - Color Negro,DENIM TEARS,HIGH,111,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00007037.jpg,https://image.goat.com/transform/v1/attachments/product_template_additional_pictures/images/093/670/090/original/1293957_01.jpg.jpeg?action=crop&width=900,,
00000100,Palm Angels Crossroads Bears Cap Black Multicolors - Regulable - Color Negro,PALM ANGELS,MEDIUM,64,https://aws-marcostorresalarcon-bucket.s3.us-east-2.amazonaws.com/products/00000100.jpg,https://www.palmangels.com/dw/image/v2/BGDG_PRD/on/demandware.static/-/Sites-53/default/dw30f13521/images/zoom/PMLB108S25FAB005_0784_2.jpg?strip=false,,
